kind	class	method	param	index	uri	field
METHOD	com.github.benmanes.caffeine.cache.Caffeine	initialCapacity(int)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	initialCapacity
METHOD	com.github.benmanes.caffeine.cache.Caffeine	maximumSize(long)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	maximumSize
METHOD	com.github.benmanes.caffeine.cache.Caffeine	maximumWeight(long)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	maximumWeight
METHOD	com.github.benmanes.caffeine.cache.Caffeine	expireAfterWrite(long,java.util.concurrent.TimeUnit)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	expireAfterWriteNanos
METHOD	com.github.benmanes.caffeine.cache.Caffeine	expireAfterAccess(long,java.util.concurrent.TimeUnit)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	expireAfterAccessNanos
METHOD	com.github.benmanes.caffeine.cache.Caffeine	expireAfter(com.github.benmanes.caffeine.cache.Expiry)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	expiry
METHOD	com.github.benmanes.caffeine.cache.Caffeine	refreshAfterWrite(long,java.util.concurrent.TimeUnit)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	refreshNanos
METHOD	com.github.benmanes.caffeine.cache.Caffeine	removalListener(com.github.benmanes.caffeine.cache.RemovalListener)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	removalListener
METHOD	com.github.benmanes.caffeine.cache.Caffeine	writer(com.github.benmanes.caffeine.cache.CacheWriter)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java	writer
METHOD	com.github.benmanes.caffeine.cache.CaffeineSpec	initialCapacity(java.lang.String,java.lang.String)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/CaffeineSpec.java	initialCapacity
METHOD	com.github.benmanes.caffeine.cache.CaffeineSpec	maximumSize(java.lang.String,java.lang.String)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/CaffeineSpec.java	maximumSize
METHOD	com.github.benmanes.caffeine.cache.CaffeineSpec	maximumWeight(java.lang.String,java.lang.String)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/CaffeineSpec.java	maximumWeight
METHOD	com.github.benmanes.caffeine.cache.CaffeineSpec	expireAfterAccess(java.lang.String,java.lang.String)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/CaffeineSpec.java	expireAfterAccessTimeUnit
METHOD	com.github.benmanes.caffeine.cache.CaffeineSpec	expireAfterAccess(java.lang.String,java.lang.String)	null	null	/home/nima/Developer/nullness-benchmarks/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/CaffeineSpec.java	expireAfterAccessDuration
